Date,Articles,Terms,Negativ,Positiv
04/02/2010,9,3391,3.332350339,4.217045119
05/02/2010,6,1981,3.079252903,3.685007572
07/02/2010,3,973,2.158273381,3.18602261
08/02/2010,6,2072,3.040540541,4.054054054
09/02/2010,7,2521,3.173343911,3.966679889
10/02/2010,9,3237,2.934816188,4.448563485
11/02/2010,8,3114,2.954399486,3.082851638
12/02/2010,4,1456,3.021978022,4.326923077
14/02/2010,3,976,3.381147541,2.459016393
16/02/2010,8,2709,2.842377261,3.433001107
17/02/2010,6,2170,2.995391705,3.778801843
18/02/2010,6,2146,2.516309413,3.634669152
19/02/2010,5,1580,2.658227848,3.987341772
21/02/2010,3,976,2.356557377,3.176229508
22/02/2010,7,2265,3.57615894,4.282560706
23/02/2010,6,2024,3.112648221,3.458498024
24/02/2010,6,2199,3.183265121,4.729422465
25/02/2010,6,2051,2.974158947,3.85177962
26/02/2010,6,2091,2.773792444,3.299856528
28/02/2010,3,977,2.86591607,3.377686796
01/03/2010,7,2459,2.56201708,4.188694591
02/03/2010,6,2223,4.138551507,3.50877193
03/03/2010,8,3003,2.064602065,3.52980353
04/03/2010,7,2654,3.165033911,3.240391861
05/03/2010,6,1939,2.217637958,4.332129964
07/03/2010,3,941,3.294367694,3.931987248
08/03/2010,7,2409,2.324616023,3.902034039
09/03/2010,6,2337,2.781343603,2.824133504
10/03/2010,6,2162,3.607770583,4.070305273
11/03/2010,8,2989,2.910672466,3.646704583
12/03/2010,4,1256,2.547770701,3.582802548
14/03/2010,3,969,2.683178535,3.715170279
15/03/2010,6,2363,2.623783326,4.020313161
16/03/2010,8,3005,3.394342762,3.793677205
17/03/2010,7,2725,2.862385321,3.486238532
18/03/2010,5,1949,2.924576706,2.770651616
19/03/2010,4,1242,5.152979066,2.657004831
21/03/2010,3,984,2.642276423,2.642276423
22/03/2010,6,2073,2.942595273,3.521466474
23/03/2010,5,1797,3.394546466,3.338898164
24/03/2010,5,1896,2.953586498,4.957805907
25/03/2010,4,1509,2.25314778,3.512259775
26/03/2010,3,1119,3.306523682,4.200178731
28/03/2010,3,971,3.295571576,4.73738414
29/03/2010,5,1701,2.998236332,3.586125808
30/03/2010,6,2027,3.897385298,3.94671929
31/03/2010,5,1754,3.135689852,3.363740023
01/04/2010,3,1039,2.021174206,4.234841193
02/04/2010,1,311,1.92926045,6.109324759
04/04/2010,3,1004,2.888446215,3.784860558
05/04/2010,4,1294,3.400309119,4.095826893
06/04/2010,4,1589,4.090623033,3.461296413
07/04/2010,7,2600,3.153846154,4.846153846
09/04/2010,4,1156,3.200692042,3.287197232
11/04/2010,3,1010,3.465346535,3.861386139
12/04/2010,5,1754,1.65336374,4.33295325
13/04/2010,6,2131,4.411074613,3.472548099
14/04/2010,5,1921,3.071317022,4.060385216
15/04/2010,4,1507,3.185136032,4.313205043
16/04/2010,5,1604,4.862842893,2.930174564
18/04/2010,3,1005,3.781094527,3.28358209
19/04/2010,4,1275,3.68627451,4
20/04/2010,5,1926,2.388369678,3.686396677
21/04/2010,7,2457,2.442002442,4.436304436
22/04/2010,6,2071,2.993722839,3.86286818
23/04/2010,4,1120,4.017857143,4.285714286
25/04/2010,3,962,2.806652807,4.46985447
26/04/2010,5,1677,4.114490161,4.054859869
27/04/2010,7,2331,3.474903475,4.247104247
28/04/2010,5,1714,2.508751459,4.434072345
29/04/2010,7,2538,2.718676123,3.270291568
30/04/2010,5,1420,4.225352113,3.309859155
02/05/2010,3,968,4.752066116,4.545454545
03/05/2010,6,2173,3.129314312,3.543488265
04/05/2010,6,2042,3.33006856,4.897159647
05/05/2010,7,2351,2.424500213,4.083368779
06/05/2010,5,1613,3.099814011,3.781773094
07/05/2010,4,1146,3.228621291,3.490401396
09/05/2010,3,961,4.786680541,3.121748179
10/05/2010,6,1955,3.836317136,3.836317136
11/05/2010,7,2248,2.758007117,3.914590747
12/05/2010,6,1900,2.947368421,4.157894737
13/05/2010,6,1943,3.55120947,3.911477097
14/05/2010,5,1487,3.564223268,3.429724277
16/05/2010,3,982,4.582484725,3.869653768
17/05/2010,7,2380,3.739495798,4.159663866
18/05/2010,5,1733,3.923831506,3.404500866
19/05/2010,8,2628,3.538812785,3.843226788
20/05/2010,4,1398,2.861230329,4.077253219
21/05/2010,5,1530,3.333333333,3.333333333
23/05/2010,3,991,4.641775984,3.430877901
24/05/2010,6,2037,3.485517919,3.289150712
25/05/2010,5,1643,4.32136336,3.347534997
26/05/2010,7,2317,3.582218386,3.582218386
27/05/2010,4,1332,4.054054054,3.378378378
28/05/2010,5,1471,3.263086336,4.282800816
30/05/2010,3,949,2.002107482,5.795574289
31/05/2010,5,1629,4.297114794,3.49907919
01/06/2010,7,2314,2.290406223,3.716508211
02/06/2010,7,2233,3.269144648,3.403493059
03/06/2010,6,1923,3.068122725,4.368174727
04/06/2010,4,1107,3.52303523,3.52303523
06/06/2010,3,934,4.282655246,4.282655246
07/06/2010,6,2115,2.884160757,3.687943262
08/06/2010,6,2018,3.221010902,4.162537166
09/06/2010,6,1943,2.933607823,4.271744725
10/06/2010,7,2444,4.132569558,3.641571195
11/06/2010,5,1563,3.71081254,3.582853487
13/06/2010,3,985,4.670050761,4.974619289
14/06/2010,5,1997,2.203304957,3.655483225
15/06/2010,2,785,2.675159236,3.312101911
16/06/2010,4,1511,3.176704169,5.162144275
17/06/2010,5,1692,2.541371158,3.486997636
18/06/2010,5,1529,2.354480052,3.008502289
20/06/2010,3,1010,3.366336634,2.97029703
21/06/2010,5,1679,3.752233472,3.692674211
22/06/2010,7,2375,2.947368421,4.168421053
23/06/2010,5,1637,2.993280391,3.35980452
24/06/2010,6,2152,3.485130112,2.602230483
25/06/2010,6,1947,4.006163328,3.595274782
27/06/2010,3,996,3.614457831,3.413654618
28/06/2010,4,1445,3.321799308,3.529411765
29/06/2010,6,2595,3.275529865,3.969171484
30/06/2010,5,1972,2.890466531,4.107505071
01/07/2010,5,1626,2.58302583,4.05904059
02/07/2010,5,1476,2.642276423,3.52303523
04/07/2010,3,963,3.115264798,3.426791277
05/07/2010,8,2760,3.405797101,5.434782609
06/07/2010,6,2132,3.189493433,3.283302064
07/07/2010,6,2051,2.242808386,3.169185763
08/07/2010,6,2062,2.812803104,3.443258972
09/07/2010,6,1910,3.193717277,3.87434555
11/07/2010,3,994,2.91750503,3.621730382
12/07/2010,8,2937,3.404834866,3.711270003
13/07/2010,5,1866,3.376205788,2.679528403
14/07/2010,7,2350,2.808510638,4.127659574
15/07/2010,8,2866,3.070481507,3.872993719
16/07/2010,4,1134,3.262786596,3.527336861
18/07/2010,3,996,1.907630522,3.212851406
19/07/2010,7,2518,3.018268467,3.57426529
20/07/2010,9,3026,3.13945803,3.502974223
21/07/2010,7,2370,2.827004219,3.713080169
22/07/2010,7,2437,3.487894953,3.898235535
23/07/2010,5,1474,3.527815468,3.459972863
25/07/2010,1,313,2.875399361,1.277955272
26/07/2010,6,1966,3.458799593,3.713123093
27/07/2010,5,1679,2.799285289,3.097081596
28/07/2010,4,1251,1.998401279,3.037569944
29/07/2010,4,1288,2.329192547,3.105590062
30/07/2010,5,1456,2.884615385,3.434065934
01/08/2010,3,983,1.831129196,4.069175992
02/08/2010,5,1644,2.676399027,3.467153285
03/08/2010,2,616,3.246753247,2.922077922
04/08/2010,5,1739,2.760207016,3.335250144
05/08/2010,6,1917,3.025560772,4.799165363
06/08/2010,5,1473,2.783435166,3.66598778
08/08/2010,3,974,3.798767967,3.901437372
09/08/2010,7,2295,2.832244009,4.444444444
10/08/2010,5,1577,4.311984781,3.107165504
11/08/2010,5,1653,3.811252269,3.992740472
12/08/2010,4,1302,3.302611367,2.995391705
13/08/2010,5,1506,3.585657371,3.984063745
15/08/2010,3,978,2.862985685,3.680981595
16/08/2010,4,1258,3.815580286,3.815580286
17/08/2010,6,1938,2.786377709,4.076367389
18/08/2010,6,2085,3.501199041,3.693045564
19/08/2010,4,1325,1.811320755,3.849056604
20/08/2010,5,1472,3.39673913,4.144021739
22/08/2010,3,975,2.461538462,5.230769231
23/08/2010,6,1957,3.321410322,3.730199285
24/08/2010,5,1665,2.702702703,4.504504505
25/08/2010,6,1927,3.373118838,4.099636741
26/08/2010,6,2018,3.716551041,3.865213082
27/08/2010,4,1121,2.586975914,4.192685103
29/08/2010,3,961,3.433922997,4.162330905
30/08/2010,4,1242,4.106280193,2.657004831
31/08/2010,6,1895,3.377308707,3.905013193
01/09/2010,8,2543,3.303185214,4.364923319
02/09/2010,6,1897,3.215603585,3.32103321
03/09/2010,4,1107,3.161698284,4.245709124
05/09/2010,3,992,2.52016129,3.024193548
06/09/2010,6,1950,3.128205128,3.692307692
07/09/2010,6,1909,3.823991619,2.985856469
08/09/2010,5,1632,3.676470588,4.779411765
09/09/2010,6,1926,3.426791277,3.738317757
10/09/2010,4,1151,1.824500434,4.865334492
12/09/2010,3,974,3.593429158,4.517453799
13/09/2010,6,1937,3.975219411,3.45895715
14/09/2010,6,1855,3.557951482,3.557951482
15/09/2010,6,1943,3.654143078,3.55120947
16/09/2010,8,2578,3.995345229,3.568657874
17/09/2010,6,1738,3.394706559,4.890678941
19/09/2010,3,977,2.558853634,4.503582395
20/09/2010,6,1923,4.160166407,3.432137285
21/09/2010,7,2267,3.66122629,3.48478165
22/09/2010,6,1902,3.522607781,4.416403785
23/09/2010,4,1284,2.102803738,3.738317757
24/09/2010,5,1483,3.101820634,3.236682401
26/09/2010,3,946,2.21987315,4.122621564
27/09/2010,6,1930,2.694300518,4.093264249
28/09/2010,6,1880,3.031914894,3.882978723
29/09/2010,7,2234,3.670546106,4.565801253
30/09/2010,6,1934,2.378490176,3.516028956
01/10/2010,4,1114,3.141831239,3.411131059
03/10/2010,3,983,3.255340793,4.170905392
04/10/2010,5,1609,3.231821007,4.412678682
05/10/2010,6,1946,3.442959918,3.751284687
06/10/2010,5,1638,3.907203907,3.540903541
07/10/2010,8,2576,2.989130435,2.75621118
08/10/2010,4,1094,3.199268739,4.66179159
10/10/2010,3,949,4.214963119,4.425711275
11/10/2010,6,1961,2.651708312,3.875573687
12/10/2010,7,2187,3.383630544,4.846822131
13/10/2010,7,2245,3.028953229,4.276169265
14/10/2010,8,2572,3.771384137,4.354587869
15/10/2010,4,1107,2.7100271,3.79403794
17/10/2010,5,1601,3.123048095,3.685196752
18/10/2010,9,2917,2.536852931,3.668152211
19/10/2010,6,1924,3.482328482,3.638253638
20/10/2010,7,2211,2.985074627,4.251469923
21/10/2010,6,1915,2.402088773,4.125326371
22/10/2010,6,1710,3.333333333,4.035087719
24/10/2010,3,1022,4.109589041,4.403131115
25/10/2010,6,1960,2.653061224,3.469387755
26/10/2010,8,2600,3.5,4.115384615
27/10/2010,7,2270,3.480176211,3.876651982
28/10/2010,8,2575,4.349514563,3.766990291
29/10/2010,5,1475,3.186440678,3.796610169
31/10/2010,3,999,2.702702703,4.304304304
01/11/2010,7,2832,3.601694915,3.778248588
02/11/2010,8,2603,3.150211295,3.80330388
03/11/2010,8,2593,3.470883147,3.663709988
04/11/2010,7,2272,3.125,4.753521127
05/11/2010,6,2301,3.433289874,3.824424163
07/11/2010,3,976,2.459016393,4.303278689
08/11/2010,7,2223,3.733693207,4.903283851
09/11/2010,8,2646,2.9856387,3.779289494
10/11/2010,7,2305,3.1670282,3.514099783
11/11/2010,9,2914,3.431708991,4.255319149
12/11/2010,6,1726,2.491309386,4.519119351
14/11/2010,4,1314,2.96803653,3.95738204
15/11/2010,7,2251,3.46512661,3.909373612
16/11/2010,8,2622,2.898550725,3.50877193
17/11/2010,5,1641,2.925045704,4.082876295
18/11/2010,7,2260,3.451327434,4.203539823
19/11/2010,4,1092,3.388278388,4.304029304
21/11/2010,3,918,3.48583878,4.030501089
22/11/2010,6,1970,3.705583756,4.111675127
23/11/2010,6,1945,2.159383033,3.23907455
24/11/2010,6,1947,3.852080123,3.543913713
25/11/2010,7,2240,3.214285714,3.526785714
26/11/2010,5,1422,3.58649789,4.219409283
28/11/2010,3,919,4.570184984,4.243743199
29/11/2010,7,2286,3.368328959,4.461942257
30/11/2010,5,1613,4.215747055,2.91382517
01/12/2010,7,2325,2.666666667,4.602150538
02/12/2010,6,1946,2.980472765,3.391572456
03/12/2010,5,1433,3.768318214,3.41939986
05/12/2010,4,1323,2.796674225,3.325774754
06/12/2010,8,2589,2.935496331,4.557744303
07/12/2010,7,2260,3.584070796,4.336283186
08/12/2010,5,1653,3.569267998,4.295220811
09/12/2010,8,2569,3.30868042,3.69793694
10/12/2010,6,2229,3.768506057,3.813369224
12/12/2010,2,698,4.584527221,3.29512894
13/12/2010,7,2245,3.073496659,4.810690423
14/12/2010,6,1937,4.336602994,4.594734125
15/12/2010,6,1959,3.777437468,4.441041348
16/12/2010,4,1311,4.805491991,4.042715484
17/12/2010,7,2626,3.96039604,3.769992384
19/12/2010,3,1021,2.350636631,3.428011753
20/12/2010,6,1927,3.165542294,4.255319149
21/12/2010,5,1657,3.681351841,4.526252263
22/12/2010,5,1635,3.119266055,3.180428135
23/12/2010,5,1637,4.215027489,4.031765425
27/12/2010,3,987,3.039513678,3.546099291
28/12/2010,5,1616,2.165841584,4.393564356
29/12/2010,5,1627,3.31899201,3.626306085
30/12/2010,5,1610,4.596273292,4.409937888
03/01/2011,5,1593,2.071563089,4.143126177
04/01/2011,4,1294,3.400309119,4.55950541
05/01/2011,5,1639,3.111653447,3.8438072
06/01/2011,5,1640,2.865853659,3.902439024
07/01/2011,4,1111,2.97029703,4.320432043
09/01/2011,3,972,1.95473251,3.909465021
10/01/2011,6,1934,3.67114788,5.222337125
11/01/2011,7,2277,2.635046113,4.347826087
12/01/2011,5,1620,3.888888889,5.308641975
13/01/2011,5,1629,3.806015961,3.683241252
14/01/2011,4,1239,2.098466505,4.519774011
16/01/2011,1,320,4.375,5.625
17/01/2011,6,1972,3.346855984,5.273833671
18/01/2011,8,2599,3.308964987,4.540207772
19/01/2011,7,2255,2.88248337,3.680709534
20/01/2011,7,2270,3.480176211,3.568281938
21/01/2011,4,1116,2.419354839,3.94265233
23/01/2011,4,1360,2.867647059,3.897058824
24/01/2011,7,2225,3.325842697,4.404494382
25/01/2011,7,2301,3.824424163,3.302911777
26/01/2011,6,1981,3.382130237,3.634528016
27/01/2011,8,2606,3.798925556,4.528012279
28/01/2011,4,1125,4.622222222,3.733333333
30/01/2011,3,1047,3.724928367,3.151862464
31/01/2011,7,2357,3.05473059,3.988120492
01/02/2011,7,2264,3.798586572,3.666077739
02/02/2011,8,2574,3.341103341,3.72960373
03/02/2011,7,2295,3.224400871,3.747276688
04/02/2011,5,1420,2.183098592,4.788732394
06/02/2011,3,1051,3.139866794,4.852521408
07/02/2011,6,1949,3.181118522,4.56644433
08/02/2011,7,2284,3.852889667,3.80910683
09/02/2011,8,2622,2.250190694,4.424103738
10/02/2011,6,1977,2.933737987,3.793626707
11/02/2011,4,1139,3.248463565,3.687445127
13/02/2011,3,983,3.051881994,3.458799593
14/02/2011,6,1912,3.765690377,4.079497908
15/02/2011,7,2273,4.83941927,4.17949846
16/02/2011,7,2247,3.916332888,3.78282154
17/02/2011,4,1309,4.430863254,3.361344538
18/02/2011,4,1135,2.643171806,3.964757709
20/02/2011,3,981,3.363914373,4.587155963
21/02/2011,6,1979,3.233956544,3.53713997
22/02/2011,6,1962,3.312945973,4.892966361
23/02/2011,7,2289,3.931847969,3.320227173
24/02/2011,7,2280,3.552631579,4.473684211
25/02/2011,5,1435,3.066202091,3.902439024
27/02/2011,3,1005,2.388059701,3.980099502
28/02/2011,7,2269,2.42397532,4.671661525
01/03/2011,7,2268,2.601410935,3.968253968
02/03/2011,7,2280,3.026315789,3.903508772
03/03/2011,6,1952,1.793032787,4.25204918
04/03/2011,5,1448,3.245856354,4.143646409
06/03/2011,3,1007,2.780536246,4.071499503
07/03/2011,5,1636,2.995110024,4.156479218
08/03/2011,5,1616,3.27970297,4.146039604
09/03/2011,7,2271,3.698811096,4.491413474
10/03/2011,7,2280,2.368421053,4.429824561
11/03/2011,4,1084,3.597785978,4.42804428
13/03/2011,3,974,3.696098563,4.31211499
14/03/2011,8,2596,3.197226502,4.198767334
15/03/2011,6,1992,5.220883534,3.965863454
16/03/2011,7,2253,3.817132712,3.68397692
17/03/2011,6,1996,3.456913828,3.857715431
18/03/2011,5,1458,3.703703704,4.526748971
20/03/2011,4,1290,2.713178295,4.728682171
21/03/2011,8,2614,2.98393267,4.437643458
22/03/2011,7,2267,3.52889281,5.381561535
23/03/2011,9,2963,3.374957813,3.509956126
24/03/2011,8,2614,3.557765876,3.710788064
25/03/2011,4,1111,2.430243024,4.680468047
27/03/2011,2,620,3.548387097,2.741935484
31/03/2011,2,625,3.68,6.4
03/04/2011,2,654,4.434250765,1.681957187
04/04/2011,1,325,2.153846154,5.538461538
05/04/2011,2,643,3.732503888,3.421461897
06/04/2011,2,647,2.472952087,4.018547141
07/04/2011,1,326,1.840490798,5.214723926
08/04/2011,3,869,3.797468354,5.408515535
21/04/2011,2,650,2,4.461538462
25/04/2011,3,928,3.232758621,4.094827586
26/04/2011,1,301,1.993355482,2.325581395
27/04/2011,2,644,4.037267081,2.950310559
28/04/2011,1,348,2.873563218,3.735632184
29/04/2011,1,313,2.555910543,1.597444089
08/05/2011,3,1014,2.366863905,4.437869822
10/05/2011,2,642,2.647975078,3.894080997
12/05/2011,2,632,3.955696203,3.955696203
13/05/2011,2,652,1.687116564,5.521472393
15/05/2011,2,648,2.00617284,2.777777778
24/05/2011,1,327,2.44648318,4.281345566
26/05/2011,2,646,3.095975232,4.953560372
27/05/2011,1,330,2.424242424,2.727272727
31/05/2011,1,319,3.134796238,2.821316614
03/06/2011,3,790,2.405063291,3.924050633
05/06/2011,3,1012,2.173913043,4.545454545
09/06/2011,1,311,2.893890675,5.144694534
14/06/2011,3,980,3.775510204,3.87755102
15/06/2011,4,1304,3.374233129,4.141104294
16/06/2011,1,317,3.785488959,4.100946372
19/06/2011,3,943,2.226935313,3.075291622
23/06/2011,7,2310,2.770562771,4.458874459
24/06/2011,1,153,1.307189542,1.960784314
26/06/2011,3,1012,3.557312253,3.853754941
27/06/2011,3,1003,2.791625125,3.888334995
04/07/2011,1,322,4.968944099,3.416149068
11/07/2011,1,319,4.388714734,3.761755486
13/07/2011,8,2600,2.923076923,3.461538462
14/07/2011,7,2324,3.227194492,4.04475043
15/07/2011,3,1031,2.230843841,3.685741998
17/07/2011,1,339,5.014749263,3.244837758
18/07/2011,8,2632,2.545592705,3.951367781
19/07/2011,8,2672,3.77994012,4.303892216
20/07/2011,8,2650,3.471698113,3.622641509
21/07/2011,8,2705,2.883548983,3.918669131
22/07/2011,6,2511,3.982477101,4.181600956
24/07/2011,4,1341,2.833706189,3.877703207
25/07/2011,6,2066,3.48499516,4.211035818
26/07/2011,9,3064,2.774151436,3.459530026
27/07/2011,8,2710,4.095940959,3.431734317
28/07/2011,7,2359,3.857566766,3.815175922
29/07/2011,4,1825,3.561643836,3.671232877
01/08/2011,7,2292,3.184991274,4.493891798
02/08/2011,7,2406,2.285951787,4.696591854
03/08/2011,7,2274,3.210202287,3.869832894
04/08/2011,8,2682,3.131991051,3.765846383
05/08/2011,3,968,3.512396694,4.132231405
07/08/2011,2,650,4,5.692307692
08/08/2011,6,2070,3.333333333,5.362318841
09/08/2011,7,2330,3.64806867,4.163090129
10/08/2011,8,2782,3.702372394,3.3069734
11/08/2011,6,2007,4.384653712,4.334828102
12/08/2011,3,794,3.400503778,4.785894207
14/08/2011,1,329,5.167173252,3.647416413
15/08/2011,7,2313,3.242542153,4.150453956
16/08/2011,6,2063,3.102278236,3.344643723
17/08/2011,6,1957,4.087889627,3.832396525
18/08/2011,7,2330,3.21888412,4.206008584
19/08/2011,1,320,6.875,3.4375
22/08/2011,7,2343,2.902262057,3.457106274
23/08/2011,6,2052,2.875243665,6.04288499
24/08/2011,6,2018,3.022794846,3.914767096
25/08/2011,6,1991,3.515821195,4.821697639
26/08/2011,4,1128,3.90070922,4.166666667
28/08/2011,2,707,4.243281471,4.101838755
29/08/2011,5,1682,3.804994055,3.38882283
30/08/2011,6,1990,3.065326633,4.422110553
31/08/2011,7,2321,2.800517019,4.523912107
01/09/2011,6,2012,3.429423459,4.02584493
02/09/2011,2,695,3.021582734,4.604316547
05/09/2011,5,1729,3.932909196,3.585887796
06/09/2011,8,2668,2.736131934,4.16041979
07/09/2011,8,2662,2.704733283,4.207362885
08/09/2011,9,2983,3.553469661,3.788132752
09/09/2011,7,2125,2.635294118,4.235294118
10/09/2011,1,328,3.963414634,2.43902439
11/09/2011,3,1017,2.654867257,3.441494592
12/09/2011,7,2309,3.204850585,4.11433521
13/09/2011,10,3324,2.707581227,3.549939832
14/09/2011,7,2331,3.98970399,3.861003861
15/09/2011,8,2660,3.308270677,4.060150376
16/09/2011,5,1500,2.266666667,3.666666667
18/09/2011,3,1037,3.857280617,4.918032787
19/09/2011,7,2258,3.232949513,3.498671391
20/09/2011,7,2318,3.537532355,3.580672994
21/09/2011,9,3043,3.22050608,4.50213605
22/09/2011,6,1953,3.993855607,3.686635945
23/09/2011,4,1141,3.856266433,2.366345311
24/09/2011,1,390,2.820512821,5.641025641
25/09/2011,3,1032,2.61627907,3.972868217
26/09/2011,7,2349,2.979991486,4.555129842
27/09/2011,8,2749,3.055656602,4.474354311
28/09/2011,8,2666,2.888222056,3.563390848
29/09/2011,8,2729,3.00476365,4.360571638
30/09/2011,4,1119,3.932082216,3.306523682
02/10/2011,3,1017,2.753195674,3.736479843
03/10/2011,8,2651,3.960769521,4.300264051
04/10/2011,9,3012,2.822045153,4.714475432
05/10/2011,8,2660,3.496240602,3.721804511
06/10/2011,9,3011,3.752906011,3.387578877
07/10/2011,6,1776,3.490990991,3.828828829
09/10/2011,4,1321,4.012112036,3.255109765
10/10/2011,8,2729,2.491755222,4.177354342
11/10/2011,7,2419,2.811078958,3.596527491
12/10/2011,8,2714,3.979366249,4.200442152
13/10/2011,8,2736,2.923976608,3.472222222
14/10/2011,5,1490,3.154362416,4.697986577
16/10/2011,4,1300,3.538461538,4
17/10/2011,7,2395,2.129436326,3.590814196
18/10/2011,5,1675,2.865671642,4.119402985
19/10/2011,9,2967,3.235591507,4.11189754
20/10/2011,7,2329,3.39201374,4.293688278
21/10/2011,4,1069,3.180542563,2.899906455
23/10/2011,3,1036,3.861003861,4.633204633
24/10/2011,6,1993,2.659307577,3.110888108
25/10/2011,7,2371,3.205398566,4.048924504
26/10/2011,7,2331,2.702702703,4.890604891
27/10/2011,8,2693,2.5993316,3.453397698
28/10/2011,6,1831,2.78536319,4.150737302
30/10/2011,3,1004,2.390438247,3.386454183
31/10/2011,3,973,4.316546763,2.774922919
01/11/2011,7,2350,2.978723404,4.255319149
02/11/2011,5,1632,2.573529412,4.227941176
03/11/2011,6,1986,2.517623364,3.625377644
04/11/2011,6,1805,2.16066482,3.822714681
06/11/2011,3,992,2.721774194,3.931451613
07/11/2011,6,1985,2.569269521,4.181360202
08/11/2011,8,2659,3.159082362,4.174501692
09/11/2011,5,1681,2.49851279,4.93753718
10/11/2011,5,1725,2.31884058,4
11/11/2011,4,1130,3.008849558,3.805309735
13/11/2011,3,1041,2.88184438,3.266090298
14/11/2011,6,2031,2.658788774,3.348104382
15/11/2011,6,2008,3.535856574,3.784860558
16/11/2011,8,2684,2.719821162,4.023845007
17/11/2011,8,2722,3.012490816,3.783982366
18/11/2011,5,1389,3.311735061,4.463642909
20/11/2011,3,1003,3.190428714,3.489531406
21/11/2011,7,2413,2.652300041,3.398259428
22/11/2011,6,2025,2.419753086,4.395061728
23/11/2011,5,1677,2.802623733,3.339296363
24/11/2011,5,1710,3.625730994,3.274853801
25/11/2011,4,1171,3.586678053,3.586678053
27/11/2011,3,1048,2.86259542,3.625954198
28/11/2011,6,1992,3.363453815,3.313253012
29/11/2011,5,1642,3.349573691,3.349573691
30/11/2011,6,2002,3.246753247,5.494505495
01/12/2011,7,2363,3.173931443,4.274227677
02/12/2011,7,2113,2.27165168,4.212020823
04/12/2011,3,1050,2,2.476190476
05/12/2011,7,2309,2.511909918,4.504114335
06/12/2011,8,2731,2.819480044,3.588429147
07/12/2011,7,2344,1.706484642,4.180887372
08/12/2011,10,3439,2.907822041,4.536202384
09/12/2011,5,1531,3.135205748,3.723056826
11/12/2011,2,725,2.206896552,3.034482759
12/12/2011,8,2685,3.277467412,3.612662942
13/12/2011,6,2058,3.255587949,4.470359572
14/12/2011,7,2396,2.712854758,4.09015025
15/12/2011,6,2074,2.74831244,3.423336548
16/12/2011,5,1481,3.241053342,4.388926401
18/12/2011,3,1011,2.670623145,4.055390702
19/12/2011,7,2426,2.761747733,4.286892003
20/12/2011,6,2016,2.281746032,3.273809524
21/12/2011,5,1739,2.702702703,3.622771708
22/12/2011,6,2024,2.766798419,4.990118577
23/12/2011,5,1498,2.136181575,4.405874499
27/12/2011,5,1652,3.692493947,4.358353511
28/12/2011,5,1607,2.800248911,3.111387679
29/12/2011,5,1627,4.118008605,3.257529195
30/12/2011,4,1104,3.532608696,3.442028986
02/01/2012,5,1657,3.138201569,3.50030175
03/01/2012,6,2014,3.475670308,4.766633565
04/01/2012,8,2731,3.441962651,3.844745514
05/01/2012,6,1986,2.265861027,4.481369587
06/01/2012,5,1453,4.198210599,3.303509979
08/01/2012,3,991,3.834510595,5.247225025
09/01/2012,7,2349,2.809706258,4.129416773
10/01/2012,8,2699,3.593923675,4.520192664
11/01/2012,7,2354,3.058623619,3.18606627
12/01/2012,7,2397,3.045473509,3.420942845
13/01/2012,6,1866,3.108252947,4.823151125
15/01/2012,3,1056,2.840909091,4.166666667
16/01/2012,6,1998,3.103103103,4.454454454
17/01/2012,6,1996,3.206412826,4.108216433
18/01/2012,6,2035,2.653562654,4.373464373
19/01/2012,6,2057,3.500243072,4.958677686
20/01/2012,7,2137,3.135236313,4.492278896
22/01/2012,3,1015,3.054187192,5.517241379
23/01/2012,6,1985,2.770780856,4.735516373
24/01/2012,5,1637,2.076970067,5.375687233
25/01/2012,7,2374,3.580454928,4.886267902
26/01/2012,6,2023,3.114186851,3.806228374
27/01/2012,5,1444,3.254847645,4.709141274
29/01/2012,3,1025,3.609756098,4.682926829
30/01/2012,6,2074,2.700096432,3.567984571
31/01/2012,6,2069,2.85161914,4.108264862
01/02/2012,5,1698,3.59246172,4.122497055
02/02/2012,6,2021,2.869866403,4.205838694
03/02/2012,5,1476,3.048780488,3.997289973
05/02/2012,3,1019,3.532875368,3.14033366
06/02/2012,6,2031,2.954209749,3.741999015
07/02/2012,6,2024,2.717391304,4.59486166
08/02/2012,7,2365,2.156448203,5.031712474
09/02/2012,7,2420,2.438016529,5.123966942
10/02/2012,4,1165,3.004291845,4.892703863
12/02/2012,3,1068,3.651685393,4.400749064
13/02/2012,6,2048,3.173828125,5.126953125
14/02/2012,5,1746,2.691867125,3.894616266
15/02/2012,6,2077,2.503610977,4.38131921
16/02/2012,6,2036,2.799607073,4.518664047
17/02/2012,5,1482,3.441295547,4.790823212
19/02/2012,3,1049,1.715919924,3.336510963
20/02/2012,5,1829,3.881902679,3.772553308
21/02/2012,6,2083,2.784445511,4.560729717
22/02/2012,6,2019,2.823179792,4.259534423
23/02/2012,6,2046,2.981427175,3.714565005
24/02/2012,6,1775,3.154929577,4.225352113
26/02/2012,3,1073,3.261882572,4.753028891
27/02/2012,6,2036,2.21021611,4.027504912
28/02/2012,7,2403,3.03786933,4.327923429
29/02/2012,8,2679,2.762224711,4.217991788
01/03/2012,5,1677,2.981514609,4.35301133
02/03/2012,5,1578,2.661596958,4.055766793
04/03/2012,3,1041,2.593659942,4.707012488
05/03/2012,6,2062,2.03685742,3.540252182
06/03/2012,6,2041,2.792748653,4.507594317
07/03/2012,5,1723,3.017991875,3.656413233
